Unnamed: 0,newman,newman_leadership,higher_order_newman,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,rep
1.0,0.5445,0.2405,0.538,0.5315,0.557,0.3905,0.443,0.5315,992
1.0,0.531,0.2455,0.5305,0.5305,0.5635,0.3965,0.442,0.5345,411
1.0,0.5355,0.2445,0.5345,0.529,0.566,0.395,0.438,0.5245,288
1.0,0.5565,0.2245,0.5535,0.551,0.5815,0.406,0.455,0.545,774
1.0,0.5185,0.23,0.52,0.5305,0.5635,0.392,0.448,0.5255,973
1.0,0.542,0.2405,0.536,0.5315,0.565,0.3945,0.449,0.5325,121
1.0,0.548,0.248,0.541,0.5395,0.5835,0.4,0.4555,0.5325,867
1.0,0.525,0.259,0.5245,0.519,0.552,0.3935,0.4395,0.5195,920
1.0,0.553,0.231,0.558,0.545,0.565,0.3995,0.452,0.544,283
1.0,0.5495,0.2525,0.545,0.5395,0.566,0.4,0.4375,0.541,744
1.0,0.541,0.241,0.539,0.534,0.5595,0.397,0.455,0.5245,361
1.0,0.528,0.2615,0.5205,0.5285,0.5585,0.3805,0.4335,0.513,399
1.0,0.552,0.2345,0.5495,0.5465,0.5735,0.4145,0.465,0.5455,486
1.0,0.537,0.2415,0.535,0.5455,0.5795,0.3995,0.4485,0.539,887
1.0,0.55,0.237,0.553,0.5515,0.5855,0.409,0.4535,0.5425,569
1.0,0.5325,0.2425,0.533,0.527,0.566,0.388,0.443,0.5205,960
1.0,0.55,0.243,0.5425,0.54,0.5745,0.411,0.4565,0.5355,540
1.0,0.539,0.234,0.537,0.536,0.571,0.417,0.453,0.5405,705
1.0,0.54,0.247,0.538,0.5205,0.557,0.4085,0.4425,0.5255,981
1.0,0.5435,0.252,0.5405,0.5405,0.568,0.384,0.4465,0.534,513
1.0,0.532,0.247,0.5315,0.5465,0.5715,0.3975,0.4515,0.5385,986
1.0,0.5355,0.248,0.534,0.5435,0.572,0.3985,0.451,0.543,964
1.0,0.549,0.233,0.542,0.5485,0.574,0.3965,0.457,0.5405,612
1.0,0.543,0.244,0.5485,0.537,0.57,0.389,0.4565,0.538,320
1.0,0.534,0.2395,0.53,0.539,0.5685,0.408,0.456,0.5375,25
1.0,0.529,0.2475,0.5255,0.528,0.549,0.3935,0.4345,0.5185,106
1.0,0.5465,0.26,0.551,0.537,0.5495,0.3835,0.4285,0.5295,12
1.0,0.526,0.2505,0.5255,0.534,0.567,0.404,0.449,0.5385,929
1.0,0.5615,0.241,0.553,0.5535,0.5875,0.405,0.4645,0.5495,523
1.0,0.5315,0.2445,0.521,0.537,0.567,0.4035,0.45,0.535,398
1.0,0.5355,0.261,0.5335,0.5195,0.54,0.4015,0.4415,0.513,703
1.0,0.5435,0.231,0.546,0.5475,0.5745,0.405,0.4505,0.5435,846
1.0,0.5475,0.238,0.5425,0.5365,0.57,0.392,0.4435,0.538,698
1.0,0.5365,0.249,0.531,0.5245,0.548,0.388,0.4365,0.5185,548
1.0,0.542,0.227,0.548,0.54,0.5855,0.401,0.4575,0.539,536
1.0,0.5555,0.2425,0.5525,0.5575,0.58,0.4175,0.4745,0.557,226
1.0,0.5425,0.245,0.5495,0.5395,0.562,0.3965,0.4565,0.545,500
1.0,0.5485,0.244,0.543,0.539,0.5725,0.412,0.454,0.5325,429
1.0,0.526,0.249,0.5205,0.524,0.559,0.385,0.441,0.525,878
1.0,0.5315,0.2465,0.529,0.518,0.551,0.3905,0.43,0.5145,854
1.0,0.538,0.2415,0.5295,0.5335,0.5725,0.399,0.438,0.526,65
1.0,0.544,0.2275,0.544,0.5605,0.5825,0.4235,0.4765,0.561,15
1.0,0.5235,0.242,0.5315,0.5375,0.57,0.389,0.432,0.531,737
1.0,0.544,0.253,0.5385,0.5295,0.5605,0.3955,0.446,0.521,809
1.0,0.545,0.2425,0.5505,0.5355,0.5545,0.4065,0.4495,0.5285,11
1.0,0.556,0.2495,0.548,0.548,0.5745,0.408,0.4455,0.536,590
1.0,0.5345,0.2455,0.544,0.532,0.567,0.3995,0.44,0.53,839
1.0,0.524,0.2605,0.5385,0.518,0.555,0.397,0.4365,0.526,123
1.0,0.5335,0.235,0.5385,0.5315,0.562,0.391,0.45,0.5335,181
1.0,0.507,0.252,0.5135,0.5145,0.552,0.387,0.439,0.513,979
1.0,0.537,0.252,0.5365,0.524,0.5535,0.378,0.434,0.53,521
1.0,0.5315,0.241,0.53,0.532,0.5725,0.399,0.4485,0.533,60
1.0,0.5465,0.235,0.5415,0.528,0.561,0.4135,0.4525,0.53,462
1.0,0.537,0.249,0.5365,0.537,0.566,0.4215,0.455,0.5285,133
1.0,0.541,0.2475,0.5445,0.525,0.5655,0.3835,0.4325,0.5295,285
1.0,0.5485,0.2215,0.541,0.529,0.5695,0.3875,0.431,0.5165,533
1.0,0.539,0.2575,0.534,0.5305,0.5575,0.399,0.447,0.5255,849
1.0,0.523,0.247,0.5285,0.537,0.5635,0.4095,0.4535,0.5385,719
1.0,0.56,0.246,0.552,0.547,0.568,0.4105,0.4545,0.539,89
1.0,0.529,0.246,0.5275,0.526,0.556,0.396,0.452,0.5305,185
1.0,0.546,0.2325,0.5435,0.5565,0.5825,0.4135,0.46,0.5515,296
1.0,0.5495,0.239,0.551,0.548,0.568,0.409,0.4635,0.5425,371
1.0,0.5575,0.245,0.55,0.563,0.568,0.3895,0.444,0.5535,458
1.0,0.535,0.2435,0.5375,0.533,0.5625,0.4025,0.4475,0.5295,476
1.0,0.561,0.2455,0.547,0.537,0.565,0.38,0.4315,0.525,52
1.0,0.5395,0.2445,0.543,0.5385,0.5635,0.4005,0.459,0.5375,508
1.0,0.5405,0.24,0.53,0.5415,0.586,0.3905,0.44,0.543,114
1.0,0.5465,0.2325,0.553,0.545,0.574,0.396,0.4505,0.538,40
1.0,0.545,0.2475,0.553,0.537,0.5695,0.3975,0.4475,0.54,173
1.0,0.5445,0.2435,0.5375,0.54,0.561,0.403,0.4505,0.5325,755
1.0,0.557,0.2355,0.5595,0.545,0.559,0.391,0.4505,0.536,904
1.0,0.5045,0.2625,0.5015,0.507,0.5435,0.371,0.41,0.504,186
1.0,0.5475,0.229,0.55,0.5515,0.5825,0.4125,0.459,0.555,380
1.0,0.546,0.2565,0.536,0.539,0.561,0.4055,0.456,0.5375,120
1.0,0.5375,0.231,0.539,0.5485,0.578,0.4105,0.458,0.5445,758
1.0,0.5255,0.2555,0.526,0.524,0.5525,0.386,0.4435,0.523,160
1.0,0.53,0.26,0.527,0.5235,0.559,0.378,0.431,0.5235,650
1.0,0.5485,0.241,0.5465,0.545,0.5605,0.4125,0.455,0.5405,394
1.0,0.5225,0.247,0.521,0.5295,0.5535,0.3875,0.4365,0.524,451
1.0,0.553,0.2395,0.551,0.554,0.585,0.4105,0.4765,0.5545,493
1.0,0.5675,0.2265,0.5605,0.5515,0.5815,0.413,0.4705,0.5475,351
1.0,0.5465,0.234,0.546,0.554,0.5775,0.396,0.466,0.5475,713
1.0,0.5535,0.2605,0.5455,0.548,0.5735,0.414,0.475,0.547,718
1.0,0.5225,0.264,0.513,0.506,0.542,0.3955,0.433,0.506,105
1.0,0.541,0.2495,0.537,0.5245,0.554,0.386,0.4415,0.5215,868
1.0,0.5505,0.2465,0.544,0.538,0.569,0.405,0.447,0.538,169
1.0,0.5445,0.2365,0.5385,0.554,0.5875,0.4215,0.467,0.555,10
1.0,0.5235,0.2485,0.5285,0.532,0.5555,0.3925,0.436,0.5305,29
1.0,0.5295,0.2555,0.5265,0.524,0.554,0.3825,0.4355,0.5165,552
1.0,0.5525,0.244,0.5475,0.5455,0.58,0.4065,0.458,0.544,581
1.0,0.5395,0.2435,0.5375,0.5285,0.5545,0.39,0.4365,0.5235,137
1.0,0.54,0.2525,0.534,0.5375,0.5685,0.4035,0.451,0.532,674
1.0,0.5385,0.24,0.5285,0.538,0.564,0.394,0.444,0.5315,66
1.0,0.53,0.232,0.534,0.545,0.5655,0.3955,0.455,0.5325,843
1.0,0.5475,0.2365,0.539,0.5325,0.5635,0.4005,0.4475,0.529,640
1.0,0.5505,0.243,0.5585,0.548,0.57,0.4015,0.4515,0.539,212
1.0,0.529,0.244,0.5285,0.552,0.5745,0.4005,0.4605,0.546,728
1.0,0.5375,0.2405,0.5395,0.534,0.561,0.397,0.446,0.5315,390
1.0,0.558,0.2465,0.547,0.536,0.5575,0.4055,0.4435,0.531,586
1.0,0.528,0.2605,0.525,0.523,0.5645,0.408,0.4525,0.529,913
1.0,0.534,0.245,0.5305,0.53,0.565,0.3925,0.439,0.524,585
1.0,0.538,0.24,0.5265,0.5305,0.575,0.402,0.4495,0.5385,436
1.0,0.5395,0.235,0.5385,0.5395,0.5725,0.418,0.4755,0.5415,481
1.0,0.533,0.2475,0.5325,0.533,0.5745,0.394,0.4525,0.533,747
1.0,0.537,0.2435,0.5345,0.528,0.553,0.3955,0.444,0.5205,546
1.0,0.559,0.2385,0.54,0.54,0.5725,0.4155,0.464,0.539,489
1.0,0.5405,0.248,0.5395,0.5295,0.56,0.404,0.4545,0.5305,784
1.0,0.5295,0.2575,0.5135,0.53,0.5705,0.396,0.44,0.5275,254
1.0,0.513,0.2425,0.515,0.529,0.5625,0.3775,0.4345,0.52,103
1.0,0.5275,0.2375,0.5345,0.533,0.564,0.3925,0.442,0.5305,947
1.0,0.541,0.2465,0.532,0.547,0.572,0.4165,0.4615,0.55,302
1.0,0.537,0.257,0.5295,0.522,0.556,0.3875,0.436,0.524,982
1.0,0.526,0.238,0.5235,0.5125,0.5545,0.379,0.423,0.516,222
1.0,0.536,0.245,0.5295,0.5525,0.5755,0.4085,0.4595,0.545,699
1.0,0.52,0.2475,0.527,0.5245,0.5515,0.384,0.4265,0.5225,708
1.0,0.5565,0.2545,0.5465,0.5285,0.564,0.379,0.4245,0.519,116
1.0,0.552,0.2465,0.5575,0.542,0.579,0.4065,0.446,0.5415,214
1.0,0.535,0.221,0.5405,0.5475,0.5695,0.396,0.4545,0.5425,491
1.0,0.5435,0.2535,0.546,0.535,0.5665,0.408,0.4515,0.539,240
1.0,0.5425,0.247,0.529,0.543,0.5815,0.39,0.4415,0.529,348
1.0,0.532,0.2425,0.529,0.5365,0.5615,0.398,0.4505,0.5345,645
1.0,0.549,0.2535,0.529,0.5345,0.5605,0.399,0.454,0.533,524
1.0,0.5305,0.252,0.527,0.544,0.579,0.423,0.456,0.5335,906
1.0,0.56,0.225,0.5645,0.5535,0.5805,0.408,0.471,0.5605,848
1.0,0.537,0.2515,0.542,0.5495,0.5795,0.4145,0.461,0.55,510
1.0,0.5485,0.232,0.54,0.57,0.5855,0.4115,0.467,0.555,980
1.0,0.5475,0.2565,0.5405,0.533,0.565,0.382,0.4395,0.5305,385
1.0,0.54,0.2455,0.5395,0.5265,0.555,0.392,0.436,0.531,282
1.0,0.56,0.233,0.5595,0.546,0.5695,0.413,0.452,0.5445,165
1.0,0.5225,0.2565,0.531,0.524,0.544,0.384,0.43,0.513,738
1.0,0.56,0.2315,0.5685,0.5535,0.5745,0.4125,0.465,0.5535,422
1.0,0.535,0.233,0.525,0.5415,0.5745,0.4145,0.462,0.528,318
1.0,0.5495,0.238,0.5535,0.549,0.576,0.4075,0.4665,0.542,630
1.0,0.525,0.2375,0.537,0.5255,0.5485,0.3975,0.4455,0.526,936
1.0,0.54,0.248,0.5375,0.532,0.5725,0.4205,0.459,0.5265,762
1.0,0.541,0.249,0.5375,0.5365,0.552,0.392,0.444,0.5265,649
1.0,0.5425,0.2325,0.5375,0.541,0.5705,0.4085,0.4525,0.5505,558
1.0,0.546,0.25,0.54,0.523,0.5545,0.398,0.437,0.5195,118
1.0,0.5265,0.25,0.5275,0.528,0.5705,0.394,0.451,0.5285,54
1.0,0.544,0.242,0.5375,0.549,0.5755,0.4025,0.454,0.5395,778
1.0,0.521,0.2425,0.5255,0.5455,0.5725,0.396,0.441,0.5385,290
1.0,0.5365,0.237,0.5325,0.5365,0.5665,0.4085,0.455,0.54,577
1.0,0.535,0.2495,0.531,0.5195,0.5565,0.38,0.43,0.5135,833
1.0,0.5535,0.2445,0.548,0.542,0.5755,0.4025,0.451,0.539,532
1.0,0.5365,0.2405,0.5265,0.5185,0.5595,0.394,0.4375,0.522,175
1.0,0.5095,0.263,0.51,0.5075,0.545,0.375,0.4175,0.5155,716
1.0,0.54,0.2525,0.5395,0.54,0.5745,0.4,0.461,0.5445,183
1.0,0.538,0.2365,0.535,0.5485,0.5775,0.399,0.4595,0.547,294
1.0,0.541,0.238,0.5475,0.5505,0.578,0.4125,0.467,0.5455,666
1.0,0.541,0.238,0.539,0.545,0.567,0.4035,0.456,0.536,372
1.0,0.55,0.2395,0.5445,0.532,0.566,0.4025,0.441,0.5265,401
1.0,0.5385,0.2295,0.54,0.5555,0.581,0.4145,0.472,0.549,403
1.0,0.5355,0.2405,0.5465,0.5415,0.5765,0.4085,0.4475,0.5435,417
1.0,0.548,0.24,0.5415,0.54,0.5655,0.408,0.467,0.5435,275
1.0,0.541,0.2455,0.5405,0.5325,0.559,0.402,0.45,0.524,8
1.0,0.5525,0.2515,0.544,0.538,0.5605,0.408,0.4545,0.535,81
1.0,0.5405,0.2475,0.544,0.526,0.571,0.3925,0.4355,0.5265,871
1.0,0.5495,0.2405,0.545,0.534,0.554,0.394,0.44,0.527,341
1.0,0.534,0.2515,0.525,0.5305,0.5615,0.3785,0.443,0.5315,790
1.0,0.559,0.2395,0.556,0.5425,0.5785,0.411,0.454,0.54,166
1.0,0.546,0.25,0.5425,0.532,0.5665,0.3985,0.449,0.531,727
1.0,0.523,0.24,0.5315,0.528,0.575,0.411,0.4585,0.53,658
1.0,0.5265,0.235,0.522,0.5215,0.5485,0.409,0.451,0.5335,13
1.0,0.554,0.239,0.552,0.534,0.5595,0.401,0.456,0.54,303
1.0,0.538,0.242,0.5365,0.5225,0.56,0.3885,0.4335,0.517,769
1.0,0.524,0.25,0.522,0.5235,0.5595,0.3795,0.432,0.5135,683
1.0,0.519,0.2385,0.521,0.526,0.5535,0.399,0.445,0.5215,58
1.0,0.5485,0.2425,0.547,0.5505,0.569,0.4095,0.4675,0.55,243
1.0,0.5445,0.2375,0.5405,0.539,0.573,0.41,0.4525,0.536,219
1.0,0.544,0.2415,0.5435,0.5275,0.5655,0.4,0.446,0.5275,293
1.0,0.5445,0.226,0.541,0.5305,0.56,0.395,0.4505,0.53,885
1.0,0.526,0.24,0.53,0.544,0.5785,0.4,0.458,0.5335,782
1.0,0.541,0.2385,0.544,0.5365,0.571,0.4015,0.457,0.532,141
1.0,0.523,0.2505,0.518,0.541,0.5585,0.4025,0.454,0.5305,596
1.0,0.5425,0.2225,0.541,0.544,0.578,0.394,0.4605,0.5405,427
1.0,0.5365,0.2645,0.537,0.53,0.544,0.3885,0.4345,0.523,519
1.0,0.5435,0.241,0.546,0.5355,0.561,0.399,0.444,0.54,74
1.0,0.5425,0.2495,0.543,0.5415,0.575,0.4155,0.4595,0.537,291
1.0,0.5465,0.2535,0.542,0.537,0.558,0.3915,0.4425,0.539,340
1.0,0.5515,0.236,0.5515,0.548,0.576,0.4215,0.4645,0.55,680
1.0,0.51,0.259,0.518,0.5015,0.541,0.373,0.415,0.496,600
1.0,0.5455,0.2565,0.541,0.5335,0.553,0.3925,0.4475,0.532,153
1.0,0.5355,0.251,0.528,0.524,0.557,0.378,0.416,0.5145,869
1.0,0.5385,0.2375,0.545,0.549,0.5865,0.4205,0.469,0.554,90
1.0,0.5435,0.24,0.55,0.546,0.569,0.412,0.457,0.54,9
1.0,0.53,0.2455,0.52,0.522,0.551,0.395,0.438,0.5275,933
1.0,0.562,0.243,0.554,0.5365,0.5715,0.403,0.449,0.5385,420
1.0,0.536,0.258,0.5305,0.5375,0.558,0.3965,0.451,0.5305,776
1.0,0.541,0.2445,0.5305,0.548,0.5725,0.4125,0.4685,0.5445,433
1.0,0.5565,0.2415,0.5475,0.5415,0.5655,0.394,0.4575,0.5405,512
1.0,0.5485,0.255,0.534,0.545,0.565,0.3995,0.45,0.543,969
1.0,0.5425,0.243,0.545,0.537,0.577,0.392,0.452,0.538,439
1.0,0.539,0.246,0.531,0.5395,0.5635,0.4145,0.459,0.539,397
1.0,0.5305,0.256,0.5225,0.526,0.5515,0.397,0.438,0.5105,393
1.0,0.5455,0.2495,0.538,0.5445,0.566,0.4035,0.4505,0.539,259
1.0,0.526,0.2355,0.5235,0.5375,0.581,0.4025,0.449,0.5355,375
1.0,0.5555,0.226,0.5585,0.5585,0.604,0.4225,0.484,0.563,402
1.0,0.5455,0.2435,0.5395,0.549,0.5685,0.407,0.4525,0.542,644
1.0,0.53,0.258,0.5245,0.515,0.544,0.38,0.4225,0.512,469
1.0,0.5315,0.2665,0.5345,0.5355,0.561,0.4005,0.4475,0.532,366
1.0,0.5245,0.261,0.527,0.5305,0.545,0.3975,0.4425,0.522,208
1.0,0.5405,0.248,0.5385,0.5175,0.5555,0.382,0.435,0.5145,875
1.0,0.5435,0.249,0.5325,0.539,0.5655,0.4,0.451,0.527,526
1.0,0.516,0.2585,0.5105,0.5145,0.557,0.3795,0.431,0.505,970
1.0,0.5145,0.242,0.5185,0.5315,0.5545,0.4,0.4465,0.524,687
1.0,0.5565,0.2615,0.5485,0.538,0.5745,0.4125,0.4565,0.5385,572
1.0,0.55,0.257,0.539,0.5445,0.5715,0.409,0.458,0.5455,926
1.0,0.5395,0.251,0.5405,0.549,0.5755,0.4275,0.4725,0.545,822
1.0,0.5215,0.2645,0.5205,0.517,0.539,0.374,0.4215,0.515,217
1.0,0.535,0.245,0.526,0.5365,0.5675,0.402,0.45,0.535,368
1.0,0.5435,0.241,0.541,0.5355,0.5605,0.3945,0.4415,0.5295,80
1.0,0.542,0.2295,0.531,0.5505,0.579,0.399,0.448,0.549,515
1.0,0.5435,0.2495,0.534,0.526,0.563,0.3995,0.455,0.527,221
1.0,0.5395,0.246,0.539,0.514,0.549,0.3835,0.4285,0.517,905
1.0,0.5525,0.2495,0.5525,0.5545,0.5855,0.4125,0.4715,0.5515,972
1.0,0.5365,0.2435,0.5425,0.5535,0.584,0.4145,0.4705,0.5555,216
1.0,0.546,0.2575,0.5445,0.5395,0.566,0.3955,0.446,0.54,870
1.0,0.53,0.2575,0.5285,0.519,0.5545,0.379,0.426,0.509,739
1.0,0.5415,0.252,0.5365,0.5245,0.567,0.399,0.4385,0.5235,872
1.0,0.5425,0.228,0.5445,0.5415,0.5665,0.4045,0.458,0.541,154
1.0,0.54,0.2365,0.5395,0.5415,0.5825,0.405,0.4625,0.5355,613
1.0,0.5615,0.229,0.5595,0.5595,0.5855,0.4025,0.465,0.553,251
1.0,0.538,0.265,0.5315,0.5235,0.556,0.3995,0.4585,0.528,825
1.0,0.5365,0.2525,0.535,0.515,0.553,0.389,0.435,0.517,988
1.0,0.5415,0.249,0.5395,0.5535,0.5865,0.42,0.4735,0.545,473
1.0,0.543,0.24,0.5445,0.5435,0.569,0.405,0.4545,0.536,775
1.0,0.5155,0.2615,0.5175,0.5345,0.5665,0.402,0.4475,0.5345,261
1.0,0.5515,0.2455,0.546,0.5355,0.567,0.4065,0.4585,0.538,241
1.0,0.5315,0.2325,0.536,0.5475,0.578,0.401,0.4635,0.5375,939
1.0,0.5245,0.238,0.5175,0.5315,0.571,0.393,0.4425,0.528,16
1.0,0.5315,0.25,0.5365,0.527,0.561,0.3765,0.4275,0.518,34
1.0,0.542,0.244,0.555,0.54,0.5685,0.3895,0.4455,0.5235,798
1.0,0.5465,0.246,0.539,0.5305,0.5705,0.389,0.4505,0.539,405
1.0,0.5495,0.2375,0.5455,0.5655,0.5915,0.4215,0.4735,0.5585,14
1.0,0.5365,0.2335,0.5335,0.542,0.5715,0.426,0.463,0.542,480
1.0,0.5305,0.2515,0.53,0.5415,0.5675,0.403,0.4525,0.535,797
1.0,0.5485,0.239,0.5415,0.542,0.5685,0.4195,0.4615,0.541,805
1.0,0.5375,0.247,0.5245,0.532,0.5545,0.3795,0.4335,0.5285,459
1.0,0.5405,0.2395,0.545,0.5405,0.561,0.409,0.4525,0.5375,32
1.0,0.528,0.238,0.529,0.5395,0.5745,0.404,0.46,0.537,501
1.0,0.5255,0.2585,0.5135,0.522,0.5505,0.3915,0.431,0.52,697
1.0,0.541,0.2495,0.534,0.521,0.544,0.39,0.441,0.521,373
1.0,0.5245,0.244,0.529,0.5385,0.5645,0.3885,0.4345,0.524,239
1.0,0.535,0.2425,0.537,0.532,0.5575,0.386,0.443,0.5385,376
1.0,0.544,0.2475,0.531,0.5375,0.571,0.402,0.4485,0.534,136
1.0,0.558,0.243,0.5645,0.553,0.583,0.399,0.4655,0.541,308
1.0,0.5415,0.236,0.5515,0.5415,0.5785,0.3965,0.454,0.5455,937
1.0,0.5335,0.2365,0.535,0.541,0.577,0.399,0.45,0.531,129
1.0,0.544,0.2415,0.5315,0.5295,0.559,0.3915,0.4395,0.52,150
1.0,0.5535,0.236,0.5485,0.5445,0.567,0.4065,0.4545,0.54,568
1.0,0.525,0.265,0.516,0.5325,0.5655,0.402,0.4465,0.524,978
1.0,0.5305,0.2355,0.529,0.542,0.569,0.407,0.452,0.5315,193
1.0,0.5445,0.2435,0.543,0.548,0.5705,0.4085,0.461,0.537,792
1.0,0.5345,0.25,0.5455,0.5315,0.566,0.4045,0.4615,0.531,722
1.0,0.5315,0.2425,0.542,0.539,0.569,0.3925,0.4475,0.536,910
1.0,0.534,0.241,0.5355,0.5205,0.554,0.3945,0.44,0.5175,948
1.0,0.539,0.2455,0.5325,0.5215,0.5465,0.381,0.4325,0.515,223
1.0,0.549,0.2405,0.5495,0.532,0.57,0.405,0.447,0.534,949
1.0,0.5255,0.268,0.522,0.53,0.5685,0.393,0.449,0.5295,86
1.0,0.532,0.2415,0.5335,0.5375,0.5665,0.392,0.444,0.5295,314
1.0,0.5455,0.2505,0.54,0.539,0.5555,0.4075,0.4565,0.541,966
1.0,0.524,0.249,0.5185,0.534,0.561,0.407,0.4545,0.5225,446
1.0,0.546,0.2435,0.545,0.544,0.579,0.4085,0.46,0.5465,472
1.0,0.5325,0.246,0.541,0.534,0.5765,0.3755,0.439,0.533,781
1.0,0.519,0.2545,0.5175,0.543,0.582,0.414,0.461,0.5465,865
1.0,0.55,0.247,0.5545,0.5475,0.575,0.409,0.4565,0.542,218
1.0,0.552,0.2425,0.5475,0.5395,0.5755,0.392,0.4425,0.5415,245
1.0,0.5285,0.235,0.5235,0.5265,0.558,0.404,0.459,0.528,736
1.0,0.5465,0.2435,0.5415,0.5315,0.5665,0.396,0.4475,0.525,838
1.0,0.5615,0.2375,0.5495,0.5545,0.5825,0.4175,0.4725,0.5545,174
1.0,0.5195,0.244,0.5225,0.5275,0.5615,0.39,0.445,0.5255,326
1.0,0.556,0.232,0.5615,0.55,0.5745,0.406,0.4665,0.551,816
1.0,0.5375,0.2485,0.5455,0.548,0.581,0.4205,0.467,0.552,69
1.0,0.5335,0.253,0.5405,0.525,0.5585,0.388,0.447,0.5215,712
1.0,0.5335,0.268,0.5315,0.532,0.554,0.4005,0.444,0.529,138
1.0,0.552,0.259,0.5445,0.5205,0.5585,0.399,0.445,0.526,20
1.0,0.523,0.257,0.5205,0.522,0.5565,0.3845,0.4255,0.5105,595
1.0,0.542,0.258,0.529,0.543,0.581,0.398,0.4515,0.541,365
1.0,0.528,0.245,0.5335,0.5275,0.551,0.382,0.4285,0.517,795
1.0,0.5375,0.244,0.54,0.5375,0.5585,0.383,0.442,0.528,496
1.0,0.532,0.2475,0.5295,0.538,0.572,0.4025,0.455,0.5345,127
1.0,0.536,0.237,0.5355,0.5425,0.562,0.397,0.447,0.539,923
1.0,0.548,0.2415,0.542,0.5455,0.5765,0.3945,0.455,0.537,452
1.0,0.527,0.248,0.533,0.54,0.549,0.401,0.448,0.53,265
1.0,0.5355,0.251,0.5355,0.5475,0.568,0.401,0.4595,0.537,483
1.0,0.54,0.2495,0.544,0.5545,0.587,0.41,0.466,0.5525,300
1.0,0.5565,0.2415,0.5505,0.553,0.571,0.412,0.4645,0.548,654
1.0,0.5575,0.2275,0.558,0.546,0.581,0.404,0.4595,0.5485,995
1.0,0.524,0.2535,0.526,0.537,0.5635,0.387,0.4405,0.5315,2
1.0,0.531,0.257,0.536,0.537,0.5725,0.3975,0.45,0.5315,594
1.0,0.541,0.246,0.541,0.5415,0.5695,0.402,0.4545,0.5345,731
1.0,0.545,0.247,0.532,0.5185,0.55,0.4,0.44,0.5255,232
1.0,0.524,0.244,0.533,0.5355,0.576,0.405,0.46,0.5335,534
1.0,0.546,0.239,0.543,0.5395,0.549,0.389,0.4455,0.537,881
1.0,0.549,0.235,0.546,0.549,0.5715,0.4,0.443,0.54,145
1.0,0.542,0.2505,0.5375,0.516,0.545,0.367,0.4225,0.518,246
1.0,0.5395,0.2525,0.535,0.534,0.5675,0.409,0.4565,0.529,678
1.0,0.52,0.2675,0.509,0.5185,0.5525,0.3925,0.439,0.5155,85
1.0,0.53,0.2465,0.531,0.532,0.552,0.387,0.4465,0.532,531
1.0,0.541,0.242,0.5385,0.5475,0.591,0.4065,0.4595,0.549,583
1.0,0.5275,0.2455,0.531,0.5255,0.556,0.396,0.4405,0.5205,457
1.0,0.529,0.2375,0.526,0.528,0.5645,0.4035,0.453,0.5295,899
1.0,0.536,0.235,0.529,0.5215,0.552,0.404,0.44,0.525,381
1.0,0.531,0.2395,0.538,0.5225,0.554,0.4025,0.441,0.519,30
1.0,0.543,0.259,0.544,0.5405,0.561,0.4025,0.45,0.538,591
1.0,0.5235,0.254,0.524,0.5105,0.547,0.3635,0.425,0.502,295
1.0,0.53,0.245,0.5265,0.5305,0.567,0.4005,0.4505,0.53,840
1.0,0.538,0.2485,0.533,0.523,0.5525,0.4065,0.4475,0.5215,652
1.0,0.5475,0.2515,0.546,0.558,0.579,0.404,0.4665,0.5455,665
1.0,0.548,0.239,0.546,0.529,0.5605,0.4055,0.451,0.5305,325
1.0,0.541,0.238,0.535,0.538,0.559,0.4,0.4555,0.5395,623
1.0,0.5335,0.244,0.533,0.532,0.579,0.398,0.456,0.532,632
1.0,0.54,0.2495,0.544,0.548,0.5805,0.4095,0.461,0.541,449
1.0,0.526,0.255,0.518,0.5045,0.543,0.367,0.4245,0.5025,922
1.0,0.543,0.2425,0.546,0.558,0.5865,0.4315,0.482,0.5495,908
1.0,0.543,0.2375,0.5385,0.5585,0.5715,0.41,0.462,0.544,26
1.0,0.52,0.266,0.515,0.523,0.5565,0.3865,0.4375,0.512,202
1.0,0.5405,0.243,0.544,0.5405,0.565,0.388,0.441,0.5365,432
1.0,0.5425,0.2565,0.5325,0.5195,0.5515,0.3955,0.4395,0.5165,588
1.0,0.5425,0.247,0.5425,0.5385,0.556,0.4035,0.464,0.5395,704
1.0,0.5365,0.2505,0.537,0.505,0.562,0.3825,0.4315,0.522,466
1.0,0.5425,0.2435,0.5435,0.5565,0.58,0.426,0.464,0.5475,354
1.0,0.5445,0.243,0.545,0.548,0.5735,0.409,0.453,0.546,332
1.0,0.5465,0.234,0.551,0.56,0.5845,0.4195,0.479,0.564,331
1.0,0.541,0.2455,0.5475,0.5255,0.5565,0.392,0.438,0.518,963
1.0,0.5385,0.244,0.5385,0.534,0.567,0.3905,0.4465,0.533,132
1.0,0.557,0.2315,0.5555,0.559,0.5915,0.4065,0.462,0.559,76
1.0,0.541,0.2255,0.545,0.544,0.578,0.4005,0.4495,0.5385,582
1.0,0.5375,0.255,0.526,0.525,0.557,0.4,0.4515,0.522,418
1.0,0.55,0.2435,0.532,0.5285,0.557,0.3935,0.4325,0.52,470
1.0,0.558,0.2385,0.557,0.559,0.5805,0.392,0.457,0.545,135
1.0,0.535,0.2305,0.537,0.538,0.5695,0.397,0.4535,0.5365,182
